,waste,wst_oper,unit,geo\time,y2018,y2017,y2016,y2015,y2014,y2013,y2012,y2011,y2010,y2009,y2008,y2007,y2006,y2005
4359,EE_LHA,REU,T,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
4360,EE_LHA,REU,T,LI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4361,EE_LHA,REU,T,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4362,EE_LHA,REU,T,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,EE_LHA,REU,T,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4364,EE_LHA,REU,T,NL,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,36.0,86.0,44.0,0.0
4365,EE_LHA,REU,T,NO,595.0,447.0,404.0,253.0,0.0,0.0,0.0,543.0,311.0,263.0,0.0,23.0,0.0,0.0
4366,EE_LHA,REU,T,PL,0.0,213.0,78.0,69.0,163.0,115.0,20.0,45.0,156.0,85.0,1.0,2.0,0.0,0.0
4367,EE_LHA,REU,T,PT,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.0,0.0,0.0
4368,EE_LHA,REU,T,SE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
4369,EE_LHA,REU,T,SI,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4370,EE_LHA,REU,T,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,EE_LHA,REU,T,UK,0.0,7548.0,7424.0,7876.0,11148.0,13814.0,18009.0,21806.0,16463.0,12625.0,9621.0,3558.0,0.0,0.0
7750,EE_SHA,COL,T,AT,9636.0,9562.0,8688.0,8545.0,8415.0,7679.0,7431.0,6691.0,6170.0,5823.0,5940.0,4548.0,4179.0,1046.0
7751,EE_SHA,COL,T,BE,15427.0,14234.0,15199.0,13075.0,13028.0,15576.0,11792.0,10931.0,9749.0,10187.0,9137.0,12288.0,11700.0,10131.0
7752,EE_SHA,COL,T,BG,0.0,5002.0,4934.0,5920.0,3790.0,1677.0,2423.0,3280.0,3118.0,4508.0,3929.0,1654.0,0.0,0.0
7753,EE_SHA,COL,T,CY,0.0,225.0,169.0,127.0,124.0,279.0,132.0,159.0,186.0,101.0,70.0,63.0,100.0,100.0
7754,EE_SHA,COL,T,CZ,7805.0,8591.0,9716.0,7514.0,6235.0,4112.0,2994.0,2944.0,4210.0,2947.0,1186.0,463.0,0.0,0.0
7755,EE_SHA,COL,T,DE,168274.0,144767.0,140177.0,124289.0,126943.0,91677.0,77149.0,75676.0,72364.0,131732.0,82791.0,52472.0,42827.0,0.0
7756,EE_SHA,COL,T,DK,7216.0,5776.0,5536.0,5399.0,5405.0,5053.0,5019.0,4474.0,3561.0,6030.0,5150.0,5241.0,1389.0,0.0
7757,EE_SHA,COL,T,EE,950.0,712.0,477.0,434.0,346.0,321.0,346.0,521.0,416.0,257.0,207.0,92.0,68.0,0.0
7758,EE_SHA,COL,T,EL,2527.0,3090.0,3650.0,3497.0,3246.0,2961.0,2638.0,1946.0,1592.0,1520.0,889.0,260.0,327.0,94.0
7759,EE_SHA,COL,T,ES,24653.0,26093.0,23163.0,23183.0,14263.0,9636.0,7050.0,7897.0,4572.0,4992.0,3611.0,2528.0,688.0,0.0
7760,EE_SHA,COL,T,EU27_2020,0.0,382646.0,352202.0,320989.0,298074.0,227930.0,199226.0,196573.0,0.0,0.0,0.0,0.0,0.0,0.0
7761,EE_SHA,COL,T,EU28,0.0,435583.0,408167.0,377343.0,332844.0,261353.0,231658.0,227385.0,0.0,0.0,0.0,0.0,0.0,0.0
7762,EE_SHA,COL,T,FI,2880.0,2770.0,2298.0,2400.0,2680.0,3453.0,1912.0,1717.0,1320.0,2010.0,1745.0,1526.0,1418.0,560.0
7763,EE_SHA,COL,T,FR,52014.0,43736.0,40337.0,36830.0,34478.0,29682.0,27021.0,25744.0,22499.0,19917.0,14020.0,6769.0,148.0,0.0
7764,EE_SHA,COL,T,HR,515.0,660.0,759.0,368.0,317.0,267.0,373.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0
7765,EE_SHA,COL,T,HU,0.0,5803.0,5601.0,5637.0,5633.0,5691.0,4357.0,2968.0,2742.0,3186.0,3198.0,2283.0,1291.0,599.0
7766,EE_SHA,COL,T,IE,2231.0,2947.0,2242.0,2260.0,1920.0,1883.0,2204.0,2265.0,3152.0,2750.0,2368.0,2079.0,0.0,0.0
7767,EE_SHA,COL,T,IS,0.0,260.0,176.0,150.0,354.0,186.0,82.0,32.0,68.0,44.0,0.0,0.0,0.0,0.0
7768,EE_SHA,COL,T,IT,0.0,0.0,0.0,29093.0,20983.0,6834.0,7379.0,8448.0,6408.0,4253.0,3577.0,1952.0,0.0,0.0
7769,EE_SHA,COL,T,LI,152.0,154.0,181.0,121.0,117.0,76.0,39.0,45.0,36.0,50.0,42.0,44.0,0.0,0.0
7770,EE_SHA,COL,T,LT,0.0,849.0,939.0,1229.0,1422.0,1318.0,880.0,625.0,579.0,486.0,882.0,862.0,350.0,20.0
7771,EE_SHA,COL,T,LU,0.0,470.0,477.0,445.0,412.0,466.0,456.0,476.0,451.0,411.0,376.0,357.0,306.0,0.0
7772,EE_SHA,COL,T,LV,1048.0,895.0,392.0,408.0,400.0,448.0,356.0,343.0,299.0,282.0,448.0,401.0,0.0,0.0
7773,EE_SHA,COL,T,MT,0.0,86.0,93.0,38.0,8.0,27.0,6.0,8.0,323.0,235.0,10.0,12.0,1.0,1.0
7774,EE_SHA,COL,T,NL,22369.0,18666.0,13352.0,12968.0,10219.0,7362.0,7067.0,8601.0,7048.0,5634.0,9340.0,9584.0,9027.0,8654.0
7775,EE_SHA,COL,T,NO,6460.0,5959.0,6093.0,5685.0,5570.0,5435.0,5141.0,4564.0,7592.0,9716.0,4870.0,4532.0,5860.0,3217.0
7776,EE_SHA,COL,T,PL,0.0,26120.0,23987.0,19589.0,19495.0,16614.0,16946.0,13699.0,8745.0,9083.0,2226.0,1118.0,342.0,0.0
